,user_id,age,sex,occupation,zip_code,#_ratings,RMSE
554,555,29,F,educator,23227,52,0.41150807966299235
555,556,35,F,educator,30606,44,0.54963865271862
556,557,30,F,writer,11217,53,0.5323673679278346
557,558,56,F,writer,63132,20,0.3934485751365845
558,559,69,M,executive,10022,76,0.6639905829694023
559,560,32,M,student,10003,101,0.5930586343506529
560,561,23,M,engineer,60005,357,0.5543651184676622
561,562,54,F,administrator,20879,72,0.6719408905059282
562,563,39,F,librarian,32707,30,0.39972078379658643
563,564,65,M,retired,94591,34,0.3712527794086703
564,565,40,M,student,55422,35,0.4293636419191404
565,566,20,M,student,14627,149,0.6351746537854814
566,567,24,M,entertainment,10003,155,0.5925723697672526
567,568,39,M,educator,01915,81,0.40578995734371487
568,569,34,M,educator,91903,70,0.42040132208682074
569,570,26,M,educator,14627,22,0.25821371273363214
570,571,34,M,artist,01945,20,0.30843815242554257
571,572,51,M,educator,20003,20,0.4143339863970482
572,573,68,M,retired,48911,51,0.4424143077268251
573,574,56,M,educator,53188,46,0.45697000389042314
574,575,33,M,marketing,46032,26,0.4426340139664246
575,576,48,M,executive,98281,36,0.3497978994202622
576,577,36,F,student,77845,188,0.5797048473385717
577,578,31,M,administrator,M7A1A,24,0.41968320620847677
578,579,32,M,educator,48103,74,0.5393097958844361
579,580,16,M,student,17961,47,0.5399129946600592
580,581,37,M,other,94131,28,0.42755956268475326
581,582,17,M,student,93003,62,0.46462195945701207
582,583,44,M,engineer,29631,27,0.3159483007775952
583,584,25,M,student,27511,24,0.38980648719678856
584,585,69,M,librarian,98501,80,0.31339370215855483
585,586,20,M,student,79508,166,0.6119160661001848
586,587,26,M,other,14216,98,0.4488197441156445
587,588,18,F,student,93063,225,0.6393585414643004
588,589,21,M,lawyer,90034,43,0.391859663891388
589,590,50,M,educator,82435,48,0.5546503788428172
590,591,57,F,librarian,92093,84,0.44168839204476334
591,592,18,M,student,97520,360,0.5413030692759273
592,593,31,F,educator,68767,156,0.6283513518038734
593,594,46,M,educator,M4J2K,25,0.315907165518664
594,595,25,M,programmer,31909,96,0.45822590408972114
595,596,20,M,artist,77073,20,0.4313964037848497
596,597,23,M,other,84116,41,0.3274643732600941
597,598,40,F,marketing,43085,25,0.37655275778479486
598,599,22,F,student,R3T5K,47,0.35793815470544255
599,600,34,M,programmer,02320,89,0.46102444411256105
600,601,19,F,artist,99687,148,0.660640000729757
601,602,47,F,other,34656,29,0.4245483268344902
602,603,21,M,programmer,47905,47,0.5820114843184611
603,604,39,M,educator,11787,27,0.5397992725141736
604,605,33,M,engineer,33716,90,0.6154822792816063
605,606,28,M,programmer,63044,236,0.6371058089443629
606,607,49,F,healthcare,02154,37,0.3329657852701168
607,608,22,M,other,10003,163,0.5837770390108432
608,609,13,F,student,55106,28,0.39513928121023884
609,610,22,M,student,21227,75,0.5547604489910766
610,611,46,M,librarian,77008,42,0.5346076376858637
611,612,36,M,educator,79070,27,0.37590144692388394
612,613,37,F,marketing,29678,28,0.3720119520499626
613,614,54,M,educator,80227,39,0.5164098943550316
614,615,38,M,educator,27705,103,0.5063044452181856
615,616,55,M,scientist,50613,43,0.43820916702713403
616,617,27,F,writer,11201,108,0.4574659999077734
617,618,15,F,student,44212,216,0.6576584941528075
618,619,17,M,student,44134,89,0.734239266344567
619,620,18,F,writer,81648,110,0.5350539431332013
620,621,17,M,student,60402,171,0.6404173048549512
621,622,25,M,programmer,14850,228,0.6729004688085918
622,623,50,F,educator,60187,45,0.6289858982665251
623,624,19,M,student,30067,141,0.4594060427613916
624,625,27,M,programmer,20723,106,0.5501045268883413
625,626,23,M,scientist,19807,32,0.44097990694226763
626,627,24,M,engineer,08034,181,0.6738669773979037
627,628,13,M,none,94306,27,0.3932127418225748
628,629,46,F,other,44224,121,0.6473356899041044
629,630,26,F,healthcare,55408,108,0.5578962551289574
630,631,18,F,student,38866,20,0.2683752917908702
631,632,18,M,student,55454,118,0.6207322943387434
632,633,35,M,programmer,55414,58,0.4777266137026707
633,634,39,M,engineer,T8H1N,135,0.5569609938122017
634,635,22,M,other,23237,34,0.5162395851916638
635,636,47,M,educator,48043,20,0.2688926342730667
636,637,30,M,other,74101,104,0.5039542448806347
637,638,45,M,engineer,01940,67,0.5551836083348708
638,639,42,F,librarian,12065,148,0.5138265507876949
639,640,20,M,student,61801,109,0.4519460556073791
640,641,24,M,student,60626,40,0.42367482776116566
641,642,18,F,student,95521,318,0.5684114623405163
642,643,39,M,scientist,55122,206,0.5296539737933202
643,644,51,M,retired,63645,42,0.3491141649294605
644,645,27,M,programmer,53211,122,0.48150866672370246
645,646,17,F,student,51250,38,0.26151086166516563
646,647,40,M,educator,45810,58,0.4216558377141695
647,648,43,M,engineer,91351,297,0.6436547202745468
648,649,20,M,student,39762,24,0.40680586539664704
649,650,42,M,engineer,83814,311,0.5433756877884315
650,651,65,M,retired,02903,21,0.3927100302544015
651,652,35,M,other,22911,22,0.4534538205796512
652,653,31,M,executive,55105,283,0.7326304730819531
653,654,27,F,student,78739,147,0.6449175783105262
654,655,50,F,healthcare,60657,685,0.482839161403093
655,656,48,M,educator,10314,24,0.358464407906422
656,657,26,F,none,78704,29,0.4797773146891064
657,658,33,M,programmer,92626,71,0.45995944769613306
658,659,31,M,educator,54248,191,0.5489669649998443
659,660,26,M,student,77380,224,0.6028588124117154
660,661,28,M,programmer,98121,121,0.5677792147010051
661,662,55,M,librarian,19102,23,0.30107784385138114
662,663,26,M,other,19341,158,0.5237761796745525
663,664,30,M,engineer,94115,166,0.5807771732997941
664,665,25,M,administrator,55412,142,0.586941626409579
665,666,44,M,administrator,61820,245,0.5694168118960393
666,667,35,M,librarian,01970,47,0.5721896843462949
667,668,29,F,writer,10016,46,0.46179252864326165
668,669,37,M,other,20009,100,0.7023369025009144
669,670,30,M,technician,21114,46,0.51156145783784
670,671,21,M,programmer,91919,124,0.6136251108865194
671,672,54,F,administrator,90095,29,0.43111694790657273
672,673,51,M,educator,22906,35,0.5245041310664192
673,674,13,F,student,55337,41,0.4574213383734757
674,675,34,M,other,28814,34,0.41747587914116735
675,676,30,M,programmer,32712,77,0.4796802388948387
676,677,20,M,other,99835,49,0.482830873484344
677,678,50,M,educator,61462,28,0.5003903836422962
678,679,20,F,student,54302,62,0.5189004271168753
679,680,33,M,lawyer,90405,38,0.34825783356229295
680,681,44,F,marketing,97208,22,0.3634593740901489
681,682,23,M,programmer,55128,399,0.6542189311912204
682,683,42,M,librarian,23509,75,0.5636798803682843
683,684,28,M,student,55414,86,0.6400797669816134
684,685,32,F,librarian,55409,20,0.2786512406841933
685,686,32,M,educator,26506,71,0.46546761695131633
686,687,31,F,healthcare,27713,21,0.2903602404080247
687,688,37,F,administrator,60476,24,0.3034445346014201
688,689,25,M,other,45439,36,0.5522415284297642
689,690,35,M,salesman,63304,115,0.6038123429017268
690,691,34,M,educator,60089,32,0.345547249444933
691,692,34,M,engineer,18053,40,0.4421442375816395
692,693,43,F,healthcare,85210,154,0.6281931112423763
693,694,60,M,programmer,06365,157,0.4495685850715593
694,695,26,M,writer,38115,38,0.49588757029125863
695,696,55,M,other,94920,29,0.3789532949763165
696,697,25,M,other,77042,105,0.5176811748202573
697,698,28,F,programmer,06906,127,0.6409388113611103
698,699,44,M,other,96754,149,0.6038355648417876
699,700,17,M,student,76309,21,0.31322633387073323
700,701,51,F,librarian,56321,33,0.26837782497621565
701,702,37,M,other,89104,31,0.5121595196008226
702,703,26,M,educator,49512,47,0.41137182794733707
703,704,51,F,librarian,91105,90,0.6305882859066801
704,705,21,F,student,54494,114,0.5903450845937621
705,706,23,M,student,55454,29,0.5773435563147672
706,707,56,F,librarian,19146,236,0.5429760614431833
707,708,26,F,homemaker,96349,105,0.5334047206079359
708,709,21,M,other,N4T1A,138,0.615937481054597
709,710,19,M,student,92020,86,0.4378993194345748
710,711,22,F,student,15203,221,0.5126940700674347
711,712,22,F,student,54901,162,0.5190067982943057
712,713,42,F,other,07204,30,0.2559039721294303
713,714,26,M,engineer,55343,44,0.440003051971454
714,715,21,M,technician,91206,167,0.5714069122652832
715,716,36,F,administrator,44265,269,0.6107870865935653
716,717,24,M,technician,84105,93,0.5485010751516737
717,718,42,M,technician,64118,39,0.5264068429881744
718,719,37,F,other,V0R2H,67,0.6263217541320782
719,720,49,F,administrator,16506,30,0.2992983128589904
720,721,24,F,entertainment,11238,168,0.621101147833439
721,722,50,F,homemaker,17331,42,0.4413775200460463
722,723,26,M,executive,94403,22,0.38768613630501114
723,724,31,M,executive,40243,85,0.4378093268838649
724,725,21,M,student,91711,25,0.346486420942919
725,726,25,F,administrator,80538,24,0.43511579307797965
726,727,25,M,student,78741,322,0.5947768856709406
727,728,58,M,executive,94306,26,0.3354909734662657
728,729,19,M,student,56567,21,0.26927741527863563
729,730,31,F,scientist,32114,38,0.6950911051657802
730,731,41,F,educator,70403,83,0.43621786033061744
731,732,28,F,other,98405,20,0.3067965971199264
732,733,44,F,other,60630,107,0.5086099594543988
733,734,25,F,other,63108,64,0.5321396525891231
734,735,29,F,healthcare,85719,53,0.5782845484348752
735,736,48,F,writer,94618,24,0.22451510010431003
736,737,30,M,programmer,98072,33,0.45621686505869136
737,738,35,M,technician,95403,148,0.582939721830752
738,739,35,M,technician,73162,35,0.5564645768379881
739,740,25,F,educator,22206,20,0.19904135454825414
740,741,25,M,writer,63108,104,0.5878325138941723
741,742,35,M,student,29210,26,0.27489633975487743
742,743,31,M,programmer,92660,35,0.4735324219688164
743,744,35,M,marketing,47024,27,0.4159675872684542
744,745,42,M,writer,55113,60,0.6223469122482412
745,746,25,M,engineer,19047,67,0.5330353698771279
746,747,19,M,other,93612,293,0.6233624041075254
747,748,28,M,administrator,94720,108,0.5173738357567405
748,749,33,M,other,80919,305,0.5932505901254538
749,750,28,M,administrator,32303,33,0.3632790444827658
750,751,24,F,other,90034,168,0.6718953960061679
751,752,60,M,retired,21201,73,0.38741817657868816
752,753,56,M,salesman,91206,57,0.46435774778811306
753,754,59,F,librarian,62901,34,0.30969095350016274
754,755,44,F,educator,97007,38,0.4398391019109239
755,756,30,F,none,90247,109,0.6407525630750025
756,757,26,M,student,55104,166,0.5261277932950432
757,758,27,M,student,53706,357,0.6394472038610447
758,759,20,F,student,68503,32,0.39194046696062784
759,760,35,F,other,14211,41,0.5052554058932329
760,761,17,M,student,97302,66,0.4970392954138424
761,762,32,M,administrator,95050,21,0.4522137254961153
762,763,27,M,scientist,02113,129,0.556718048742088
763,764,27,F,educator,62903,109,0.5104474274501332
764,765,31,M,student,33066,23,0.31365137228576023
765,766,42,M,other,10960,175,0.5874777515676325
766,767,70,M,engineer,00000,37,0.33954392137334266
767,768,29,M,administrator,12866,64,0.5307746243843828
768,769,39,M,executive,06927,29,0.46070930612852223
769,770,28,M,student,14216,64,0.5560851965210509
770,771,26,M,student,15232,70,0.6448836094224017
771,772,50,M,writer,27105,33,0.3691501738101716
772,773,20,M,student,55414,161,0.5698962084553952
773,774,30,M,student,80027,224,0.6693749105035861
774,775,46,M,executive,90036,28,0.3967560100995939
775,776,30,M,librarian,51157,105,0.5791961328176296
776,777,63,M,programmer,01810,36,0.5327155227272506
777,778,34,M,student,01960,65,0.5652784887519
778,779,31,M,student,K7L5J,37,0.5302189932854647
779,780,49,M,programmer,94560,55,0.5659929844132567
780,781,20,M,student,48825,42,0.42048802670697777
781,782,21,F,artist,33205,232,0.44041118919498295
782,783,30,M,marketing,77081,30,0.271357282504318
783,784,47,M,administrator,91040,39,0.2920895480452369
784,785,32,M,engineer,23322,27,0.34019192474476617
785,786,36,F,engineer,01754,117,0.5998863088180798
786,787,18,F,student,98620,57,0.4053438914711661
787,788,51,M,administrator,05779,249,0.5517379870292456
788,789,29,M,other,55420,33,0.30564767324279624
789,790,27,M,technician,80913,231,0.7234059807939257
790,791,31,M,educator,20064,25,0.4652182295882299
791,792,40,M,programmer,12205,47,0.34791670378477957
792,793,22,M,student,85281,55,0.38969465648681245
793,794,32,M,educator,57197,39,0.31357536345252396
794,795,30,M,programmer,08610,159,0.6600780160098583
795,796,32,F,writer,33755,358,0.6323782567959577
796,797,44,F,other,62522,26,0.262005922730435
797,798,40,F,writer,64131,239,0.5337026841367531
798,799,49,F,administrator,19716,24,0.36921144691973645
799,800,25,M,programmer,55337,28,0.3195327421027684
800,801,22,M,writer,92154,26,0.22033763767457534
801,802,35,M,administrator,34105,75,0.5072028672110624
802,803,70,M,administrator,78212,33,0.3734541398715652
803,804,39,M,educator,61820,332,0.5804938573398631
804,805,27,F,other,20009,273,0.6617160870735428
805,806,27,M,marketing,11217,140,0.643828833503974
806,807,41,F,healthcare,93555,204,0.5201433363787228
807,808,45,M,salesman,90016,23,0.33260406428529526
808,809,50,F,marketing,30803,20,0.29062607464436363
809,810,55,F,other,80526,26,0.22176830280250726
810,811,40,F,educator,73013,21,0.26035631565821976
811,812,22,M,technician,76234,20,0.37322242718836474
812,813,14,F,student,02136,29,0.29937356994848197
813,814,30,M,other,12345,35,0.31196928689843967
814,815,32,M,other,28806,183,0.6404698997515983
815,816,34,M,other,20755,25,0.2586433220888047
816,817,19,M,student,60152,36,0.40823060395264393
817,818,28,M,librarian,27514,21,0.3707115634094589
818,819,59,M,administrator,40205,28,0.43777143494071696
819,820,22,M,student,37725,21,0.5276880441254969
820,821,37,M,engineer,77845,62,0.40943725852013346
821,822,29,F,librarian,53144,25,0.4221889213302215
822,823,27,M,artist,50322,185,0.53997128617784
823,824,31,M,other,15017,20,0.4487412347515097
824,825,44,M,engineer,05452,145,0.5832180577766538
825,826,28,M,artist,77048,115,0.5095198672296665
826,827,23,F,engineer,80228,28,0.36545331952777643
827,828,28,M,librarian,85282,104,0.47854232401574925
828,829,48,M,writer,80209,64,0.4895777687826772
829,830,46,M,programmer,53066,106,0.4692562691997253
830,831,21,M,other,33765,73,0.5890234376169325
831,832,24,M,technician,77042,25,0.27781197447791595
832,833,34,M,writer,90019,267,0.5914444186169057
833,834,26,M,other,64153,54,0.5753307340169308
834,835,44,F,executive,11577,102,0.5189242204254725
835,836,44,M,artist,10018,50,0.5414385796110732
836,837,36,F,artist,55409,46,0.5174985089933829
837,838,23,M,student,01375,93,0.5006826050319201
838,839,38,F,entertainment,90814,57,0.6290939771511656
839,840,39,M,artist,55406,197,0.5468110952157814
840,841,45,M,doctor,47401,31,0.40166069142226113
841,842,40,M,writer,93055,27,0.23768092395393953
842,843,35,M,librarian,44212,204,0.5552020431703697
843,844,22,M,engineer,95662,81,0.5331882330128801
844,845,64,M,doctor,97405,31,0.21722979754909294
845,846,27,M,lawyer,47130,405,0.5723697462610351
846,847,29,M,student,55417,146,0.5396568508181344
847,848,46,M,engineer,02146,150,0.645824029134279
848,849,15,F,student,25652,23,0.2831411993845306
849,850,34,M,technician,78390,51,0.5068095583286798
850,851,18,M,other,29646,209,0.52952843359784
851,852,46,M,administrator,94086,49,0.43539018330729096
852,853,49,M,writer,40515,41,0.40820574808476134
853,854,29,F,student,55408,217,0.644071959668462
854,855,53,M,librarian,04988,23,0.3538298413862148
855,856,43,F,marketing,97215,26,0.39592405525954216
856,857,35,F,administrator,V1G4L,22,0.5275793715857426
857,858,63,M,educator,09645,21,0.32045724246231205
858,859,18,F,other,06492,39,0.4608538616901821
859,860,70,F,retired,48322,71,0.4627078872532576
860,861,38,F,student,14085,43,0.4619136064292265
861,862,25,M,executive,13820,165,0.5798969370815307
862,863,17,M,student,60089,107,0.4850080421774151
863,864,27,M,programmer,63021,294,0.5999115544669128
864,865,25,M,artist,11231,66,0.4780938608889736
865,866,45,M,other,60302,20,0.29710931103252775
866,867,24,M,scientist,92507,95,0.6695426810864458
867,868,21,M,programmer,55303,208,0.6295114549266376
868,869,30,M,student,10025,47,0.5014063949795303
869,870,22,M,student,65203,269,0.6760694545095258
870,871,31,M,executive,44648,115,0.6392834521827404
871,872,19,F,student,74078,71,0.4337154335141303
872,873,48,F,administrator,33763,20,0.27586514610786256
873,874,36,M,scientist,37076,34,0.31280857062941203
874,875,24,F,student,35802,89,0.526833165071062
875,876,41,M,other,20902,21,0.3012856642409606
876,877,30,M,other,77504,81,0.48795428674556396
877,878,50,F,educator,98027,134,0.6499439061623894
878,879,33,F,administrator,55337,29,0.39945189089316485
879,880,13,M,student,83702,368,0.5633460013719293
880,881,39,M,marketing,43017,259,0.7006700041864801
881,882,35,M,engineer,40503,137,0.5303072030417025
882,883,49,M,librarian,50266,268,0.5624105298112161
883,884,44,M,engineer,55337,43,0.3977893274492162
884,885,30,F,other,95316,102,0.6354589194402712
885,886,20,M,student,61820,240,0.58574845405547
886,887,14,F,student,27249,171,0.5718256409767445
887,888,41,M,scientist,17036,20,0.2156564623778553
888,889,24,M,technician,78704,326,0.5801837013773699
889,890,32,M,student,97301,119,0.5493759895812625
890,891,51,F,administrator,03062,47,0.4615929783647893
891,892,36,M,other,45243,226,0.567027237515726
892,893,25,M,student,95823,59,0.4593157993258608
893,894,47,M,educator,74075,245,0.48186260438723577
894,895,31,F,librarian,32301,20,0.3237493501559737
895,896,28,M,writer,91505,362,0.6693009031204692
896,897,30,M,other,33484,185,0.6649487541930468
897,898,23,M,homemaker,61755,30,0.3451269058922338
898,899,32,M,other,55116,135,0.6447658172302729
899,900,60,M,retired,18505,45,0.46198441317582256
900,901,38,M,executive,L1V3W,124,0.5434786003807872
901,902,45,F,artist,97203,49,0.5684064933482526
902,903,28,M,educator,20850,136,0.6047668321864073
903,904,17,F,student,61073,47,0.42034524721556504
904,905,27,M,other,30350,40,0.2669333460412339
905,906,45,M,librarian,70124,41,0.45030495490049893
906,907,25,F,other,80526,147,0.49947283327683173
907,908,44,F,librarian,68504,74,0.465858153233944
908,909,50,F,educator,53171,26,0.31695078430285356
909,910,28,M,healthcare,29301,60,0.6147471098509251
910,911,37,F,writer,53210,98,0.647391337596053
911,912,51,M,other,06512,53,0.5435796045402128
912,913,27,M,student,76201,132,0.5919629414118216
913,914,44,F,other,08105,23,0.5296112292117262
914,915,50,M,entertainment,60614,26,0.3048136848932222
915,916,27,M,engineer,N2L5N,317,0.5391465516235757
916,917,22,F,student,20006,35,0.5383090793324303
917,918,40,M,scientist,70116,103,0.5362213486423872
918,919,25,M,other,14216,217,0.598613976065439
919,920,30,F,artist,90008,26,0.4357261915869059
920,921,20,F,student,98801,110,0.5542064985632053
921,922,29,F,administrator,21114,127,0.5866836665080768
922,923,21,M,student,E2E3R,74,0.4059581970267545
923,924,29,M,other,11753,82,0.5682069221738479
924,925,18,F,salesman,49036,32,0.37308414561635544
925,926,49,M,entertainment,01701,20,0.24564889238570223
926,927,23,M,programmer,55428,120,0.6096191377135153
927,928,21,M,student,55408,32,0.2973984893812851
928,929,44,M,scientist,53711,49,0.605588769817402
929,930,28,F,scientist,07310,63,0.564495974747415
930,931,60,M,educator,33556,61,0.4260639102981317
931,932,58,M,educator,06437,241,0.5412512730707055
932,933,28,M,student,48105,184,0.6168352744465171
933,934,61,M,engineer,22902,174,0.6391299759975407
934,935,42,M,doctor,66221,39,0.47853441398976493
935,936,24,M,other,32789,142,0.5717764507006218
936,937,48,M,educator,98072,40,0.5283206684609076
937,938,38,F,technician,55038,108,0.703480298475975
938,939,26,F,student,33319,49,0.332414189572261
939,940,32,M,administrator,02215,107,0.5952051777285632
940,941,20,M,student,97229,22,0.46135871803790207
941,942,48,F,librarian,78209,79,0.459595593420475
942,943,22,M,student,77841,168,0.5893886570985376
943,944,33,F,other,78744,20,0.3752504275955623
944,945,43,M,engineer,78739,22,0.27694245271040097
945,946,27,M,healthcare,78613,23,0.5454636082255977
946,947,25,M,scientist,78726,20,0.3074390899806011
947,948,28,F,student,78748,20,0.2507935878126462
